Key,English,Arabic (Reference),Category,Translation,Notes
accounts.income,Revenue,الإيرادات,Accounting,,
accounts.expenses,Expenditures,المصروفات,Accounting,,
accounts.expense,Expense,مصروف,Accounting,,
accounts.accountCode,Account Code,رمز الحساب,Accounting,,
accounts.accountName,Account Name,اسم الحساب,Accounting,,
accounts.accountType,Account Type,نوع الحساب,Accounting,,
accounts.accountSubtype,Subtype,النوع الفرعي,Accounting,,
accounts.parentAccount,Parent Account,الحساب الأب,Accounting,,
accounts.balance,Balance,الرصيد,Accounting,,
accounts.debit,Debit,مدين,Accounting,,
accounts.credit,Credit,دائن,Accounting,,
accounts.isActive,Active,نشط,Accounting,,
accounts.currentAsset,Current Assets,أصول متداولة,Accounting,,
accounts.cash,Cash and Bank,نقد وبنوك,Accounting,,
accounts.accountsReceivable,Accounts Receivable,ذمم مدينة,Accounting,,
accounts.inventory,Inventory,مخزون,Accounting,,
accounts.fixedAsset,Fixed Assets,أصول ثابتة,Accounting,,
accounts.otherAsset,Other Assets,أصول أخرى,Accounting,,
accounts.currentLiability,Current Liabilities,خصوم متداولة,Accounting,,
accounts.accountsPayable,Accounts Payable,ذمم دائنة,Accounting,,
accounts.creditCard,Credit Card,بطاقة ائتمان,Accounting,,
accounts.longTermLiability,Long-Term Liabilities,خصوم طويلة الأجل,Accounting,,
accounts.otherLiability,Other Liabilities,خصوم أخرى,Accounting,,
accounts.ownersEquity,Owner's Equity,حقوق المالك,Accounting,,
accounts.retainedEarnings,Retained Earnings,أرباح محتجزة,Accounting,,
accounts.dividends,Dividends,توزيعات أرباح,Accounting,,
accounts.salesRevenue,Sales Revenue,إيرادات مبيعات,Accounting,,
accounts.serviceRevenue,Service Revenue,إيرادات خدمات,Accounting,,
accounts.otherRevenue,Other Revenue,إيرادات أخرى,Accounting,,
accounts.interestIncome,Interest Income,دخل فوائد,Accounting,,
accounts.costOfGoods,Cost of Goods Sold,تكلفة البضاعة المباعة,Accounting,,
accounts.operatingExpense,Operating Expenses,مصروفات تشغيلية,Accounting,,
accounts.salaryExpense,Salaries and Wages,رواتب وأجور,Accounting,,
accounts.rentExpense,Rent Expense,مصروف إيجار,Accounting,,
accounts.utilityExpense,Utilities,مرافق,Accounting,,
accounts.otherExpense,Other Expenses,مصروفات أخرى,Accounting,,
accounts.noAccounts,No Accounts,لا توجد حسابات,Accounting,,
accounts.noAccountsDesc,Start by Adding Your First Account,ابدأ بإضافة أول حساب,Accounting,,
accounts.accountCreated,Account Created,تم إنشاء الحساب,Accounting,,
accounts.accountCreatedDesc,Account added successfully,تم إضافة الحساب بنجاح,Accounting,,
accounts.accountUpdated,Account Updated,تم تحديث الحساب,Accounting,,
accounts.accountUpdatedDesc,Account information updated successfully,تم تحديث معلومات الحساب بنجاح,Accounting,,
accounts.accountDeleted,Account Deleted,تم حذف الحساب,Accounting,,
accounts.accountDeletedDesc,Account deleted successfully,تم حذف الحساب بنجاح,Accounting,,
companies.title,Manage Companies,إدارة الشركات,General,,
companies.subtitle,Manage Company Information and Financial Settings,إدارة معلومات الشركات والإعدادات المالية,General,,
companies.addCompany,Add Company,إضافة شركة,General,,
companies.editCompany,Edit Company,تعديل الشركة,General,,
companies.deleteCompany,Delete Company,حذف الشركة,General,,
companies.companyName,Company Name,اسم الشركة,General,,
companies.legalName,Legal Name,الاسم القانوني,General,,
companies.taxNumber,Tax Number,الرقم الضريبي,General,,
companies.registrationNumber,Business Registration Number,رقم السجل التجاري,General,,
companies.baseCurrency,Base Currency,العملة الأساسية,General,,
companies.fiscalYearStart,Fiscal Year Start,بداية السنة المالية,General,,
companies.dateFormat,Date Format,تنسيق التاريخ,General,,
companies.numberFormat,Number Format,تنسيق الأرقام,General,,
companies.defaultCompany,Default Company,شركة افتراضية,General,,
companies.activeCompany,Active Company,شركة نشطة,General,,
companies.noCompanies,No Companies,لا توجد شركات,General,,
companies.noCompaniesDesc,Start by Adding Your First Company,ابدأ بإضافة شركتك الأولى,General,,
companies.confirmDelete,Are you sure you want to delete this company?,هل أنت متأكد من حذف هذه الشركة؟,General,,
companies.deleteWarning,All data associated with this company will be deleted,سيتم حذف جميع البيانات المرتبطة بهذه الشركة,General,,
companies.companyDetails,Company Details,تفاصيل الشركة,General,,
companies.basicInfo,Basic Information,المعلومات الأساسية,General,,
companies.financialSettings,Financial Settings,الإعدادات المالية,General,,
companies.formatSettings,Format Settings,إعدادات التنسيق,Form,,
companies.companyInfo,Company Information,معلومات الشركة,General,,
companies.businessRegistration,Business Registration,السجل التجاري,General,,
companies.taxInfo,Tax Information,المعلومات الضريبية,General,,
companies.bankingInfo,Banking Information,المعلومات البنكية,General,,
companies.industry,Industry,الصناعة,General,,
companies.fiscalYear,Fiscal Year,السنة المالية,General,,
companies.timezone,Timezone,المنطقة الزمنية,General,,
companies.website,Website,الموقع الإلكتروني,General,,
companies.switchCompany,Switch Company,تبديل الشركة,General,,
companies.manage,Manage Companies,إدارة الشركات,General,,
companies.noCompany,No Company,لا توجد شركة,General,,
settings.general.title,title,الإعدادات العامة,General,,
settings.general.description,description,إعدادات النظام العامة,General,,
settings.general.companySettings,companySettings,إعدادات الشركة,General,,
settings.general.systemSettings,systemSettings,إعدادات النظام,General,,
settings.general.notifications,notifications,الإشعارات,General,,
settings.general.preferences,preferences,التفضيلات,General,,
settings.general.timezone,timezone,المنطقة الزمنية,General,,
settings.general.language,language,اللغة,General,,
settings.general.theme,theme,المظهر,General,,
settings.general.lightMode,lightMode,الوضع الفاتح,General,,
settings.general.darkMode,darkMode,الوضع الداكن,General,,
settings.general.autoMode,autoMode,تلقائي,General,,
settings.users.title,title,المستخدمون,General,,
settings.users.description,description,إدارة المستخدمين والصلاحيات,General,,
settings.users.addUser,addUser,إضافة مستخدم,General,,
settings.users.editUser,editUser,تعديل مستخدم,General,,
settings.users.role,role,الدور,General,,
settings.users.permissions,permissions,الصلاحيات,General,,
settings.users.lastLogin,lastLogin,آخر تسجيل دخول,General,,
settings.users.totalUsers,totalUsers,إجمالي المستخدمين,General,,
settings.users.activeUsers,activeUsers,المستخدمون النشطون,General,,
settings.users.roles.admin,admin,مدير,General,,
settings.users.roles.accountant,accountant,محاسب,Accounting,,
settings.users.roles.manager,manager,مدير,General,,
settings.users.roles.user,user,مستخدم,General,,
settings.users.roles.viewer,viewer,مشاهد,General,,
settings.language.title,title,إعدادات اللغة,General,,
settings.language.description,description,اختر لغة التطبيق,General,,
settings.language.selectLanguage,selectLanguage,اختر اللغة,General,,
settings.language.currentLanguage,currentLanguage,اللغة الحالية,General,,
users.title,User Management,إدارة المستخدمين,General,,
users.addUser,Add User,إضافة مستخدم,General,,
users.editUser,Edit User,تعديل مستخدم,General,,
users.userName,Username,اسم المستخدم,General,,
users.fullName,Full Name,الاسم الكامل,General,,
users.role,Role,الدور,General,,
users.permissions,Permissions,الصلاحيات,General,,
users.lastLogin,Last Login,آخر تسجيل دخول,General,,
users.createdDate,Created Date,تاريخ الإنشاء,General,,
users.owner,Owner,المالك,General,,
users.accountant,Accountant,المحاسب,Accounting,,
users.salesPerson,Sales Person,مندوب مبيعات,General,,
users.viewer,Viewer,مشاهد,General,,
users.enabled,Enabled,مفعّل,General,,
users.disabled,Disabled,معطّل,General,,
users.usersAndRoles,Users and Roles,المستخدمون والأدوار,General,,
users.manageUserAccounts,Manage User Accounts and Access Permissions,إدارة حسابات المستخدمين وصلاحيات الوصول,General,,
users.totalUsers,Total Users,إجمالي المستخدمين,General,,
users.allRegisteredUsers,All Registered Users,جميع المستخدمين المسجلين,General,,
users.activeUsers,Active Users,المستخدمون النشطون,General,,
users.currentlyActive,Currently Active,نشط حالياً,General,,
users.roles,Roles,الأدوار,General,,
users.definedRoles,Defined Roles,الأدوار المحددة,General,,
users.pendingInvites,Pending Invites,الدعوات المعلقة,General,,
users.awaitingAcceptance,Awaiting Acceptance,في انتظار القبول,General,,
users.searchUsers,Search Users...,بحث في المستخدمين...,General,,
users.filterByRole,Filter by Role,تصفية حسب الدور,General,,
users.filterByStatus,Filter by Status,تصفية حسب الحالة,General,,
users.allRoles,All Roles,جميع الأدوار,General,,
users.allStatuses,All Statuses,جميع الحالات,General,,
users.name,Name,الاسم,General,,
users.email,Email,البريد الإلكتروني,General,,
users.lastActive,Last Active,آخر نشاط,General,,
users.actions,Actions,الإجراءات,UI-Button,,
users.viewDetails,View Details,عرض التفاصيل,General,,
users.editPermissions,Edit Permissions,تعديل الصلاحيات,General,,
users.resetPassword,Password Reset,إعادة تعيين كلمة المرور,General,,
users.toggleStatus,Toggle Status,تبديل الحالة,General,,
users.deleteUser,Delete User,حذف المستخدم,General,,
users.confirmDeleteUser,Are you sure you want to delete this user?,هل أنت متأكد من حذف هذا المستخدم؟,General,,
users.userDeleted,User Deleted,تم حذف المستخدم,General,,
users.userDeletedDesc,User has been removed from the system.,تم إزالة المستخدم من النظام.,General,,
users.passwordReset,Password Reset,إعادة تعيين كلمة المرور,General,,
users.passwordResetDesc,Password reset link has been sent to the user.,تم إرسال رابط إعادة تعيين كلمة المرور للمستخدم.,General,,
users.statusChanged,Status Changed,تغيير الحالة,General,,
users.userStatusChanged,User status has been updated successfully.,تم تحديث حالة المستخدم بنجاح.,General,,
users.permissionsSaved,Permissions Saved,تم حفظ الصلاحيات,General,,
users.permissionsSavedDesc,User permissions have been updated successfully.,تم تحديث صلاحيات المستخدم بنجاح.,General,,
