Key,English,Arabic
"disclaimer.reviewEverything","","راجع كل شيء:"
"disclaimer.reviewReports","","راجع جميع التقارير قبل الاستخدام"
"disclaimer.serverFailure","","فشل الخادم"
"disclaimer.softwareAccuracy","","دقة البرنامج"
"disclaimer.softwareCannotDoes","","البرنامج لا يمكنه:"
"disclaimer.softwareProvides","","يوفر البرنامج:"
"disclaimer.stayInformed","","ابق على اطلاع:"
"disclaimer.stopRelying","","توقف عن الاعتماد على البرنامج فوراً"
"disclaimer.stopUsing","","توقف عن استخدام البرنامج فوراً"
"disclaimer.strongRecommendations","","التوصيات القوية"
"disclaimer.taxAdvisoryOffice","","مكتب استشارات ضريبية"
"disclaimer.taxCalculations","","حسابات الضريبة"
"disclaimer.taxCompliance","","الامتثال الضريبي"
"disclaimer.taxFiling","","تقديم الضرائب"
"disclaimer.taxPenalties","","عقوبات ضريبية"
"disclaimer.taxPrepares","","معدو إقرارات ضريبية"
"disclaimer.taxReturns","","تقديم الإقرارات الضريبية الصحيحة"
"disclaimer.technicalIssues","","فقدان البيانات بسبب مشاكل تقنية"
"disclaimer.technicalSoftwareTool","","أداة برمجية تقنية فقط"
"disclaimer.templatesOnly","","قوالب فقط - ليست نصيحة"
"disclaimer.thisSoftware","","هذا البرنامج:"
"disclaimer.title","","إخلاء المسؤولية"
"disclaimer.trackLawChanges","","متابعة التغييرات في القوانين المحلية"
"disclaimer.uaeLaw","","الإمارات العربية المتحدة"
"disclaimer.uaeLicenseHolders","","لحاملي التراخيص في الإمارات"
"disclaimer.understand","","تفهم أن هذه أداة وليست نصيحة"
"disclaimer.understandTool","","تفهم أن هذه أداة، وليست نصيحة"
"disclaimer.unsureAnything","","عدم التأكد من أي شيء"
"disclaimer.useAtOwnRisk","","الاستخدام على مسؤوليتك الخاصة"
"disclaimer.useAtRisk","","الاستخدام على مسؤوليتك الخاصة"
"disclaimer.useOwnRisk","","الاستخدام على مسؤوليتك الخاصة"
"disclaimer.verifyCalculations","","تحقق من دقة الحسابات"
"disclaimer.veryImportantNotice","","إشعار مهم جداً"
"disclaimer.weAre","","نحن:"
"disclaimer.weAreNot","","نحن لسنا:"
"disclaimer.weAreNotLiable","","لسنا مسؤولين عن:"
"disclaimer.weDoNotGuarantee","","لا نضمن:"
"disclaimer.weStronglyRecommend","","نوصي بشدة:"
"disclaimer.whatWeAre","","ما نحن عليه"
"disclaimer.whatWeAreNot","","ما نحن لسنا عليه"
"disclaimer.willConsult","","ستستشير المحترفين عند الحاجة"
"disclaimer.willConsultProfessionals","","ستستشير المحترفين عند الحاجة"
"disclaimer.willNotHoldLiable","","لن تحملنا المسؤولية عن أي خسائر"
"disclaimer.wrongClassification","","تصنيفات غير صحيحة"
"disclaimer.wrongDecisions","","الخسائر من القرارات الخاطئة"
"disclaimer.wrongTaxCalc","","حسابات ضريبية خاطئة"
"disclaimer.youAreResponsible","","أنت مسؤول عن:"
"disclaimer.yourResponsibilities","","مسؤولياتك"
"disclaimer.yourSoleResponsibility","","مسؤوليتك الكاملة"
"disclaimerPage.acceptance","","القبول"
"disclaimerPage.acceptanceText","","باستخدام هذا التطبيق، فإنك تقر بأنك قد قرأت وفهمت ووافقت على الالتزام بإخلاء المسؤولية هذا."
"disclaimerPage.accuracy","","دقة الحسابات"
"disclaimerPage.accuracyText","","بينما نسعى جاهدين لتقديم حسابات دقيقة، لا نضمن خلو الحسابات من الأخطاء. تحقق دائماً من النتائج المهمة بشكل مستقل."
"disclaimerPage.aiFeatures","","ميزات الذكاء الاصطناعي"
"disclaimerPage.aiFeaturesText","","يستخدم هذا التطبيق ميزات الذكاء الاصطناعي لاستخراج البيانات ومعالجتها. قد لا تكون نتائج الذكاء الاصطناعي دقيقة دائماً ويجب مراجعتها من قبل المستخدم."
"disclaimerPage.allRightsReserved","","جميع الحقوق محفوظة"
"disclaimerPage.businessDecisions","","قرارات الأعمال"
"disclaimerPage.businessDecisionsText","","لا ينبغي أن تكون أي معلومات مقدمة من هذا التطبيق هي الأساس الوحيد لاتخاذ قرارات الأعمال. اطلب دائماً المشورة المهنية للقرارات المالية المهمة."
"disclaimerPage.changes","","التغييرات على إخلاء المسؤولية"
"disclaimerPage.changesText","","نحتفظ بالحق في تعديل إخلاء المسؤولية هذا في أي وقت. ستكون التغييرات سارية فور نشرها على هذه الصفحة."
"disclaimerPage.companyDescription","","برنامج محاسبة مصمم للشركات الصغيرة والمتوسطة"
"disclaimerPage.companyName","TibrCode Software Development","Log & Ledger"
"disclaimerPage.contact","","اتصل بنا"
"disclaimerPage.contactText","","إذا كان لديك أي أسئلة حول إخلاء المسؤولية هذا، يرجى الاتصال بنا."
"disclaimerPage.cookiePolicy","","سياسة ملفات تعريف الارتباط"
"disclaimerPage.cookiePolicyText","","نستخدم ملفات تعريف الارتباط لتحسين تجربتك. باستخدام تطبيقنا، فإنك توافق على استخدامنا لملفات تعريف الارتباط."
"disclaimerPage.dataBackup","","النسخ الاحتياطي للبيانات"
"disclaimerPage.dataBackupText","","أنت مسؤول عن الحفاظ على نسخ احتياطية من بياناتك. نحن لسنا مسؤولين عن أي فقدان للبيانات قد يحدث."
"disclaimerPage.entireAgreement","","الاتفاقية الكاملة"
"disclaimerPage.entireAgreementText","","يشكل إخلاء المسؤولية هذا، إلى جانب سياسة الخصوصية وشروط الخدمة الخاصة بنا، الاتفاقية الكاملة بيننا."
"disclaimerPage.footer.rights","© {{year}} TibrCode Software Development. All rights reserved.","© {{year}} TibrCode Software Development. جميع الحقوق محفوظة."
"disclaimerPage.footer.trademark","Log & Ledger Pro is a trademark of TibrCode Software Development.","Log & Ledger Pro هي علامة تجارية لـ TibrCode Software Development."
"disclaimerPage.generalDisclaimer","","إخلاء المسؤولية العام"
"disclaimerPage.generalDisclaimerText","","المعلومات المقدمة من خلال هذا التطبيق هي للأغراض المعلوماتية العامة فقط. جميع المعلومات على التطبيق مقدمة بحسن نية، ومع ذلك لا نقدم أي تمثيل أو ضمان من أي نوع، صريح أو ضمني، فيما يتعلق بدقة أو كفاية أو صلاحية أو موثوقية أو توفر أو اكتمال أي معلومات على التطبيق."
"disclaimerPage.governing","","القانون الحاكم"
"disclaimerPage.governingText","","يخضع إخلاء المسؤولية هذا ويفسر وفقاً للقوانين المعمول بها."
"disclaimerPage.indemnification","","التعويض"
"disclaimerPage.indemnificationText","","توافق على تعويضنا وحمايتنا من أي مطالبات تنشأ عن استخدامك لهذا التطبيق."
"disclaimerPage.intellectualProperty","","الملكية الفكرية"
"disclaimerPage.intellectualPropertyText","","جميع المحتويات والعلامات التجارية والبيانات الموجودة على هذا التطبيق هي ملك للشركة ومحمية بقوانين الملكية الفكرية."
"disclaimerPage.introText","","يرجى قراءة إخلاء المسؤولية هذا بعناية قبل استخدام تطبيق Log & Ledger."
"disclaimerPage.introduction","","مقدمة"
"disclaimerPage.lastUpdated","Last Updated: November 11, 2025 • Version 2.0","آخر تحديث: {{date}}"
"disclaimerPage.limitationOfLiability","","تحديد المسؤولية"
"disclaimerPage.limitationOfLiabilityText","","لن نكون مسؤولين بأي حال من الأحوال عن أي خسارة أو ضرر بما في ذلك على سبيل المثال لا الحصر، الخسارة أو الضرر غير المباشر أو التبعي، أو أي خسارة أو ضرر على الإطلاق ينشأ عن فقدان البيانات أو الأرباح الناشئة عن أو فيما يتعلق باستخدام هذا التطبيق."
"disclaimerPage.noWaiver","","عدم التنازل"
"disclaimerPage.noWaiverText","","عدم إنفاذنا لأي حق أو حكم في إخلاء المسؤولية هذا لن يشكل تنازلاً عن هذا الحق أو الحكم."
"disclaimerPage.noWarranty","","لا يوجد ضمان"
"disclaimerPage.noWarrantyText","","يتم توفير هذا التطبيق 'كما هو' و 'كما هو متاح' دون أي ضمانات من أي نوع. نحن لا نضمن أن التطبيق سيكون خالياً من الأخطاء أو غير منقطع أو أن أي عيوب سيتم تصحيحها."
"disclaimerPage.notFinancialAdvice","","ليست نصيحة مالية"
"disclaimerPage.notFinancialAdviceText","","لا يشكل المحتوى المقدم في هذا التطبيق نصيحة مالية أو محاسبية أو ضريبية أو قانونية. يجب عليك استشارة محترفين مؤهلين للحصول على المشورة بشأن وضعك المحدد."
"disclaimerPage.professionalAdvice","","نصيحة مهنية"
"disclaimerPage.professionalAdviceText","","يجب ألا تتصرف بناءً على المعلومات الواردة في هذا التطبيق دون الحصول أولاً على مشورة مهنية محددة."
"disclaimerPage.providedBy","Provided by","مقدم من"
"disclaimerPage.sections.contact.details.company","TibrCode Software Development","TibrCode Software Development"
"disclaimerPage.sections.contact.details.email","Email: legal@tibrcode.com","البريد الإلكتروني: legal@tibrcode.com"
"disclaimerPage.sections.contact.details.support","Support: support@logandledger.com","الدعم: support@logandledger.com"
"disclaimerPage.sections.contact.intro","For questions about these Terms, please contact:","للاستفسارات حول هذه الشروط، يرجى الاتصال بـ:"
"disclaimerPage.sections.contact.title","12. Contact Information","12. معلومات الاتصال"
"disclaimerPage.sections.generalProvisions.assignment.content","You may not assign these Terms without TibrCode's written consent.","لا يجوز لك التنازل عن هذه الشروط دون موافقة كتابية من TibrCode."
"disclaimerPage.sections.generalProvisions.assignment.title","11.4 Assignment:","11.4 التنازل:"
"disclaimerPage.sections.generalProvisions.entireAgreement.content","These Terms constitute the entire agreement between you and TibrCode.","تشكل هذه الشروط الاتفاقية الكاملة بينك وبين TibrCode."
"disclaimerPage.sections.generalProvisions.entireAgreement.title","11.1 Entire Agreement:","11.1 الاتفاقية الكاملة:"
"disclaimerPage.sections.generalProvisions.severability.content","If any provision is found invalid, the remaining provisions remain in full force.","إذا تبين أن أي حكم غير صالح، تظل الأحكام المتبقية سارية المفعول بالكامل."
"disclaimerPage.sections.generalProvisions.severability.title","11.2 Severability:","11.2 قابلية الفصل:"
"disclaimerPage.sections.generalProvisions.title","11. General Provisions","11. الأحكام العامة"
"disclaimerPage.sections.generalProvisions.waiver.content","Failure to enforce any provision does not constitute a waiver of that provision.","عدم إنفاذ أي حكم لا يشكل تنازلاً عن ذلك الحكم."
"disclaimerPage.sections.generalProvisions.waiver.title","11.3 Waiver:","11.3 التنازل:"
"disclaimerPage.sections.governingLaw.dispute.content","Any dispute arising from these Terms shall first be attempted to be resolved through good faith negotiation. If unresolved, disputes shall be subject to binding arbitration or litigation in the courts of TibrCode's jurisdiction.","يجب أولاً محاولة حل أي نزاع ينشأ عن هذه الشروط من خلال التفاوض بحسن نية. إذا لم يتم حلها، تخضع النزاعات للتحكيم الملزم أو التقاضي في محاكم الولاية القضائية لـ TibrCode."
